customer_id,customer_name,gender,age_group,membership_tier,registration_date,preferred_store_id,customer_taxonomies,total_purchases,total_spend,avg_basket_size,purchase_frequency,days_since_last_purchase,unique_products,unique_stores,avg_qty_per_txn,promo_sensitivity
CUS-02315,จักรพันธ์ ไทยสุชาต,M,26-35,platinum,2021-01-09,STR-010,M > 26-35 > platinum,265,119769.56,451.96,1.51,1,89,10,2.78,0.1887
CUS-02316,เจษฎากร ทหารแท้,M,26-35,silver,2020-01-02,STR-006,M > 26-35 > silver,93,32486.11,349.31,1.19,35,63,10,2.9,0.2366
CUS-02317,น้ำเพชร ราชมณี,M,18-25,bronze,2024-12-05,STR-007,M > 18-25 > bronze,47,21141.7,449.82,1.02,1,36,10,3.11,0.234
CUS-02318,ศศิธร เณรานุสนธิ์,F,36-45,bronze,2021-04-25,STR-004,F > 36-45 > bronze,46,14713.83,319.87,1.07,178,38,10,2.48,0.1522
CUS-02319,ไมล์ วาทา,F,46-55,gold,2025-04-27,STR-006,F > 46-55 > gold,156,71062.6,455.53,1.3,26,76,10,2.88,0.141
CUS-02320,ผดุงพล ทวีเดช,M,56-65,bronze,2020-11-16,STR-010,M > 56-65 > bronze,36,16220.61,450.57,1.09,1,29,10,2.78,0.1667
CUS-02321,สุธาวี ถนัดอาวุธ,F,26-35,platinum,2023-02-11,STR-003,F > 26-35 > platinum,218,99500.86,456.43,1.35,23,87,10,2.86,0.2477
CUS-02322,ศศินา นาคสุทิน,F,56-65,silver,2022-10-23,STR-002,F > 56-65 > silver,103,44110.71,428.26,1.16,51,61,10,2.74,0.2136
CUS-02323,เนติลักษณ์ ตวันเยี่ยม,F,46-55,silver,2021-12-30,STR-001,F > 46-55 > silver,101,39650.4,392.58,1.2,143,64,10,2.57,0.1782
CUS-02324,ชรินทร์ทิพย์ สันตะวงศ์,F,46-55,gold,2023-11-18,STR-007,F > 46-55 > gold,140,62887.8,449.2,1.22,8,72,10,2.59,0.1857
CUS-02325,คมกฤชญ์ เตมิยะเดช,M,56-65,gold,2022-02-21,STR-007,M > 56-65 > gold,138,67999.36,492.75,1.23,66,69,10,3.05,0.3116
CUS-02326,วัลลภ ธรรมเมธา,M,65+,platinum,2022-03-13,STR-008,M > 65+ > platinum,254,116819.25,459.92,1.53,9,92,10,2.94,0.185
CUS-02327,พิมพ์พิชญา ดุริยพันธุ์,M,26-35,bronze,2023-06-25,STR-006,M > 26-35 > bronze,54,26910.06,498.33,1.08,3,44,10,2.8,0.0741
CUS-02328,วิทูลย์ นุตตาร,M,36-45,platinum,2025-08-21,STR-001,M > 36-45 > platinum,250,108490.93,433.96,1.53,38,90,10,2.88,0.16
CUS-02329,วิสาร น้ำทิพย์,F,18-25,silver,2025-05-14,STR-007,F > 18-25 > silver,84,37995.75,452.33,1.27,49,59,10,3.04,0.2024
CUS-02330,พลภูมิ ธัญเสถียร,M,65+,gold,2023-01-28,STR-001,M > 65+ > gold,137,56664.96,413.61,1.32,115,74,10,2.76,0.1898
CUS-02331,โยธิการ์ เจริญรัมย์,Other,18-25,gold,2025-04-12,STR-010,Other > 18-25 > gold,151,60880.87,403.18,1.27,48,75,10,2.48,0.1391
CUS-02332,ศุภกรชนา ทหารแท้,F,46-55,bronze,2021-03-01,STR-001,F > 46-55 > bronze,38,17210.56,452.91,1.12,153,29,9,3.21,0.1842
CUS-02333,อรุณี นฤภัย,M,56-65,gold,2021-09-19,STR-003,M > 56-65 > gold,151,67190.96,444.97,1.31,48,67,10,2.89,0.106
CUS-02334,ปุณณรัตน์ ดิสกะประกาย,F,26-35,bronze,2021-05-04,STR-001,F > 26-35 > bronze,63,26056.35,413.59,1.11,72,51,10,2.52,0.1746
CUS-02335,สิริลัดดา ทองแท้,M,65+,bronze,2021-02-03,STR-009,M > 65+ > bronze,44,17500.15,397.73,1.05,112,37,10,2.68,0.3864
CUS-02336,โชคภาดล บุญญาไลย์,M,26-35,silver,2020-03-09,STR-006,M > 26-35 > silver,96,40516.41,422.05,1.16,71,58,10,2.54,0.2604
CUS-02337,คณภรณ์ หิรัญสาลี,F,36-45,gold,2021-11-24,STR-010,F > 36-45 > gold,145,64384.3,444.03,1.41,83,78,10,2.81,0.1586
CUS-02338,สุทกร ติระคมน์,F,36-45,silver,2024-07-09,STR-007,F > 36-45 > silver,84,31484.63,374.82,1.17,66,53,10,2.5,0.2143
CUS-02339,สุรนัย อุ่นอก,F,65+,bronze,2022-03-01,STR-009,F > 65+ > bronze,49,18454.83,376.63,1.09,22,34,10,2.57,0.1224
CUS-02340,สุพัตร นาฏคายี,M,36-45,bronze,2024-12-21,STR-001,M > 36-45 > bronze,45,18747.75,416.62,1.02,26,39,10,2.53,0.1556
CUS-02341,อดิสรณ์ นพคเชนทร์,M,26-35,silver,2024-08-03,STR-003,M > 26-35 > silver,96,42407.48,441.74,1.26,157,62,10,3.05,0.2604
CUS-02342,ประวี นิลวรรณ,F,18-25,bronze,2023-12-07,STR-002,F > 18-25 > bronze,46,20088.12,436.7,1.07,130,35,10,3.13,0.3478
CUS-02343,ฐิติณัฐฐา นพคเชนทร์,M,56-65,gold,2020-12-18,STR-010,M > 56-65 > gold,142,60565.24,426.52,1.31,26,76,10,2.98,0.1479
CUS-02344,ศรินยา ดาวอร่าม,F,18-25,bronze,2021-01-05,STR-003,F > 18-25 > bronze,34,10610.62,312.08,1.1,72,27,10,2.56,0.1765
CUS-02345,ประไพพักตร์ แน่นดุจป้อม,F,26-35,bronze,2020-03-23,STR-003,F > 26-35 > bronze,37,14665.03,396.35,1.16,133,29,10,2.95,0.2432
CUS-02346,สุไฮลัน ศรีอุ่น,F,26-35,silver,2025-02-28,STR-002,F > 26-35 > silver,88,43778.64,497.48,1.21,7,57,10,3.23,0.2273
CUS-02347,นันทิกานต์ สาระพันธ์,F,26-35,bronze,2022-02-21,STR-003,F > 26-35 > bronze,43,20720.33,481.87,1.08,25,32,10,2.88,0.1628
CUS-02348,เรืองเกียรติ ฉัตรอภิเที่ยงค่ำ,M,46-55,gold,2021-12-30,STR-005,M > 46-55 > gold,146,58690.4,401.99,1.28,51,76,10,2.76,0.1918
CUS-02349,นิรุตต์ ถนิมมาศ,M,36-45,silver,2022-02-10,STR-005,M > 36-45 > silver,103,52675.45,511.41,1.16,10,70,10,3.06,0.165
CUS-02350,พลานุช เขียวขุ้ย,F,26-35,platinum,2022-11-28,STR-008,F > 26-35 > platinum,256,107928.36,421.6,1.45,68,93,10,2.8,0.1641
CUS-02351,ศุภนุนาย อุลหัสสา,M,46-55,bronze,2024-01-29,STR-006,M > 46-55 > bronze,43,23432.43,544.94,1.1,7,32,10,3.12,0.1163
CUS-02352,อารีย์ ทองสินธุ์,F,56-65,silver,2021-11-29,STR-001,F > 56-65 > silver,97,41439.23,427.21,1.21,115,60,10,2.95,0.2474
CUS-02353,หลี บุณยะภาชน์,F,56-65,bronze,2022-05-12,STR-007,F > 56-65 > bronze,49,21058.32,429.76,1.17,49,38,10,2.82,0.1633
CUS-02354,ธีร์ธวันาย ผลบุญ,M,65+,gold,2022-04-29,STR-006,M > 65+ > gold,167,73451.99,439.83,1.31,7,77,10,2.8,0.1737
CUS-02355,ณิชเชฏฐ์ ดาบเพ็ชร์,F,56-65,silver,2023-01-06,STR-002,F > 56-65 > silver,99,41758.07,421.8,1.32,106,61,10,2.76,0.1515
CUS-02356,เกียรติก้อง บุนยาภิสนท์,F,26-35,bronze,2025-03-30,STR-005,F > 26-35 > bronze,50,19205.03,384.1,1.14,22,41,10,2.44,0.26
CUS-02357,ดวงพร นะวะมันดร,M,18-25,silver,2022-02-02,STR-008,M > 18-25 > silver,115,44506.14,387.01,1.21,7,67,10,3.3,0.2522
CUS-02358,ณัฐวรินทร ตันยา,M,56-65,bronze,2024-03-27,STR-010,M > 56-65 > bronze,46,17011.8,369.82,1.07,113,36,10,2.5,0.1522
CUS-02359,ประจิน ขุนดำ,F,36-45,gold,2024-01-09,STR-001,F > 36-45 > gold,140,57658.1,411.84,1.36,5,75,10,2.71,0.1143
CUS-02360,เฉลิมรัตน์ นุ่มกัน,M,46-55,bronze,2021-02-14,STR-003,M > 46-55 > bronze,49,26489.82,540.61,1.02,114,40,10,4.02,0.1837
CUS-02361,ธนนนท์ ธัญเสถียร,F,36-45,bronze,2022-02-01,STR-001,F > 36-45 > bronze,44,23829.3,541.57,1.1,92,31,10,2.84,0.1136
CUS-02362,พชรภรณ์ นิระหานี,M,56-65,silver,2024-11-16,STR-007,M > 56-65 > silver,87,34096.42,391.91,1.23,38,56,10,2.53,0.1034
CUS-02363,นิรุตต์ ราชมณี,F,26-35,bronze,2024-03-08,STR-010,F > 26-35 > bronze,62,24575.57,396.38,1.07,168,47,10,2.66,0.2419
CUS-02364,กวาง ธนรักษ์,M,65+,silver,2020-06-13,STR-004,M > 65+ > silver,114,46824.9,410.74,1.15,5,66,10,2.54,0.1491
CUS-02365,นพ ตวงทอง,F,56-65,bronze,2024-10-10,STR-005,F > 56-65 > bronze,39,19240.4,493.34,1.08,163,34,10,2.69,0.2821
CUS-02366,โกวิทย์ ทองลาภ,Other,46-55,silver,2021-11-02,STR-009,Other > 46-55 > silver,109,47531.38,436.07,1.2,79,67,10,2.76,0.2294
CUS-02367,โสภณิตา ถนอมมนุษย์,M,36-45,gold,2025-11-16,STR-004,M > 36-45 > gold,154,69481.16,451.18,1.31,9,71,10,3.01,0.1688
CUS-02368,ปิยวัจน์ บุณยะภาชน์,Other,56-65,gold,2021-06-16,STR-006,Other > 56-65 > gold,133,67005.26,503.8,1.22,0,76,10,3.08,0.1654
CUS-02369,เพชรมณี ตั้งกุลงาม,F,18-25,platinum,2023-06-20,STR-003,F > 18-25 > platinum,221,94238.95,426.42,1.44,6,91,10,2.75,0.1312
CUS-02370,นิชนันท์ สันตะวงศ์,F,46-55,bronze,2025-03-01,STR-001,F > 46-55 > bronze,36,16347.09,454.09,1.09,128,30,10,2.47,0.25
CUS-02371,ศศินา นานายน,F,26-35,gold,2023-05-19,STR-005,F > 26-35 > gold,162,69887.08,431.4,1.26,8,78,10,2.71,0.1852
CUS-02372,ประไพพักตร์ ถมังรักษสัตว์,M,26-35,gold,2024-11-23,STR-002,M > 26-35 > gold,133,58242.3,437.91,1.32,6,71,10,2.84,0.203
CUS-02373,สโรชา เตมิยะเดช,F,26-35,silver,2024-03-12,STR-001,F > 26-35 > silver,73,30920.3,423.57,1.18,84,50,10,2.82,0.137
CUS-02374,สิทธิชัย ปานสุวรรณ,F,36-45,bronze,2024-06-02,STR-004,F > 36-45 > bronze,37,15573.06,420.89,1.06,66,32,10,2.65,0.2703
CUS-02375,ดวงสมร บุญศล,F,65+,bronze,2025-03-13,STR-004,F > 65+ > bronze,38,16746.04,440.69,1.06,164,34,10,2.21,0.2105
CUS-02376,พรปราณี ถนัดอาวุธ,F,18-25,bronze,2023-07-27,STR-003,F > 18-25 > bronze,47,25784.37,548.6,1.04,92,35,10,2.74,0.1702
CUS-02377,ตรีนุช ไสยกิจ,M,36-45,gold,2024-10-05,STR-010,M > 36-45 > gold,134,59411.94,443.37,1.28,7,69,10,2.94,0.209
CUS-02378,คณภรณ์ เณรานุสนธิ์,M,18-25,bronze,2020-04-20,STR-004,M > 18-25 > bronze,37,19003.62,513.61,1.0,117,31,10,3.19,0.1351
CUS-02379,อนุวัช เมืองสุข,F,26-35,gold,2024-02-20,STR-006,F > 26-35 > gold,143,74184.96,518.78,1.31,15,76,10,2.83,0.1608
CUS-02380,ศุภกรชนา เตชะกำพุ,M,18-25,silver,2024-06-18,STR-002,M > 18-25 > silver,96,31974.35,333.07,1.17,49,58,10,2.65,0.2812
CUS-02381,พาดีล๊ะ คำลือ,F,26-35,silver,2020-06-30,STR-004,F > 26-35 > silver,94,43305.89,460.7,1.16,27,60,10,2.8,0.2128
CUS-02382,ขอดิเยาะ บุนยาภิสนท์,M,18-25,bronze,2022-01-06,STR-007,M > 18-25 > bronze,47,18334.55,390.1,1.12,26,37,10,2.72,0.1277
CUS-02383,บุญญกัลป์ ถนัดพิมพการ,M,36-45,bronze,2025-05-22,STR-001,M > 36-45 > bronze,64,24597.9,384.34,1.14,51,49,10,2.56,0.2031
CUS-02384,สัญชาน ศรทอง,M,46-55,bronze,2024-06-19,STR-009,M > 46-55 > bronze,54,20084.89,371.94,1.15,172,41,10,2.22,0.2222
CUS-02385,ภัทราวุธ เมืองสุข,F,46-55,gold,2023-11-19,STR-002,F > 46-55 > gold,139,47484.49,341.62,1.23,0,72,10,2.55,0.2878
CUS-02386,อรรจน์ เดชคุ้ม,F,46-55,gold,2020-02-20,STR-003,F > 46-55 > gold,135,62742.73,464.76,1.41,27,71,10,2.87,0.163
CUS-02387,ยศพงศ์ นาถะพินธุ,M,56-65,silver,2025-02-05,STR-001,M > 56-65 > silver,88,38608.04,438.73,1.16,62,59,10,3.23,0.2045
CUS-02388,ประภัทร์สรณ์ ธุวะนุติ์,F,65+,silver,2020-08-11,STR-005,F > 65+ > silver,103,42968.84,417.17,1.2,71,59,10,3.03,0.1942
CUS-02389,อัครพนธ์ ไม้แดง,M,65+,silver,2025-01-18,STR-009,M > 65+ > silver,78,32620.31,418.21,1.15,8,56,10,2.71,0.1538
CUS-02390,ไชยภพ บินดี,M,46-55,gold,2025-12-31,STR-006,M > 46-55 > gold,143,59137.82,413.55,1.22,10,76,10,2.98,0.2238
CUS-02391,นิมุ ผลบุญ,M,26-35,platinum,2025-12-17,STR-007,M > 26-35 > platinum,236,104472.51,442.68,1.42,17,94,10,2.94,0.1695
CUS-02392,สรรเพชญ์ ทองสินธุ์,F,18-25,bronze,2023-10-12,STR-010,F > 18-25 > bronze,53,28921.36,545.69,1.26,172,36,9,2.68,0.1509
CUS-02393,อธิวัตร ขุนดำ,M,56-65,gold,2025-02-06,STR-007,M > 56-65 > gold,145,61801.53,426.22,1.26,56,77,10,2.73,0.1655
CUS-02394,อนุบาล นาควงษ์,M,36-45,bronze,2025-06-28,STR-008,M > 36-45 > bronze,42,16707.79,397.8,1.02,88,33,10,2.64,0.0714
CUS-02395,สมใจ ไทไชโย,M,56-65,silver,2022-10-30,STR-007,M > 56-65 > silver,98,51718.65,527.74,1.18,129,65,10,2.94,0.2347
CUS-02396,พีระพงศ์พันธ์ ถมปัด,M,36-45,gold,2020-04-06,STR-009,M > 36-45 > gold,146,59732.69,409.13,1.24,36,76,10,2.83,0.2123
CUS-02397,พรเบญญา บุญบำรุง,M,36-45,bronze,2020-03-12,STR-008,M > 36-45 > bronze,53,23998.85,452.81,1.1,250,38,10,2.89,0.1132
CUS-02398,ไชยภพ ด้วงโสน,M,65+,bronze,2021-04-02,STR-006,M > 65+ > bronze,58,23779.4,409.99,1.05,173,47,10,2.62,0.069
CUS-02399,ธัญญกัญญา ทรงโกมล,F,56-65,gold,2022-10-15,STR-003,F > 56-65 > gold,146,61347.24,420.19,1.4,55,69,10,2.92,0.2055
CUS-02400,คำ แนวพญา,M,18-25,bronze,2021-08-15,STR-008,M > 18-25 > bronze,43,20380.2,473.96,1.16,129,35,10,3.05,0.186
CUS-02401,พลานุช พรรษาสกุล,M,36-45,bronze,2025-02-19,STR-010,M > 36-45 > bronze,56,22804.36,407.22,1.1,133,44,10,2.75,0.125
CUS-02402,ศุภชัย นรวิทย์โชติกุล,M,65+,gold,2025-02-20,STR-001,M > 65+ > gold,141,59193.17,419.81,1.29,9,78,10,2.74,0.1631
CUS-02403,คำปลิว ประจันตะเสน,M,36-45,bronze,2021-02-18,STR-007,M > 36-45 > bronze,45,20211.84,449.15,1.12,38,37,10,3.04,0.2444
CUS-02404,สุภัทริดา ถะเกิงชศ,F,65+,bronze,2023-05-21,STR-007,F > 65+ > bronze,42,13389.46,318.8,1.17,73,34,10,2.26,0.2619
CUS-02405,นพ วาทา,M,26-35,platinum,2022-11-18,STR-002,M > 26-35 > platinum,257,104877.26,408.08,1.49,17,93,10,2.66,0.1868
CUS-02406,นิติ ประจันตะเสน,F,46-55,platinum,2022-02-23,STR-010,F > 46-55 > platinum,220,97382.15,442.65,1.47,50,87,10,2.72,0.2045
CUS-02407,สุทธิณัฐ ถนัดหัตถกรรม,M,36-45,silver,2022-09-25,STR-001,M > 36-45 > silver,92,33534.83,364.51,1.12,79,60,10,2.57,0.163
CUS-02408,พัชรีนิษฐ์ ประจันตะเสน,M,46-55,bronze,2024-11-24,STR-005,M > 46-55 > bronze,34,11641.21,342.39,1.06,138,28,10,2.79,0.1765
CUS-02409,มูฮัมหมัดอิมรอน น้ำทิพย์,F,26-35,bronze,2020-07-06,STR-010,F > 26-35 > bronze,52,24197.03,465.33,1.11,129,39,10,2.79,0.1923
CUS-02410,ทวีวัฒน์ ศรีวงค์,M,26-35,silver,2023-01-21,STR-001,M > 26-35 > silver,104,53738.35,516.71,1.14,64,65,10,2.93,0.2115
CUS-02411,อาภัศรา ตะละภัฏ,M,18-25,gold,2021-06-15,STR-005,M > 18-25 > gold,135,56751.59,420.38,1.22,154,70,10,2.9,0.1778
CUS-02412,ทิพย์วารี บุนยาภิสนท์,M,56-65,gold,2023-07-27,STR-002,M > 56-65 > gold,154,54947.18,356.8,1.25,28,78,10,2.81,0.2208
CUS-02413,กิติชัย ไทนิยม,M,18-25,gold,2022-06-24,STR-002,M > 18-25 > gold,152,65209.64,429.01,1.3,27,75,10,2.84,0.1316
CUS-02414,วัลยา ธรรมสถิตไพศาล,F,65+,gold,2025-03-01,STR-010,F > 65+ > gold,144,62475.83,433.86,1.27,22,76,10,2.7,0.1875
CUS-02415,ดวงสมร เวียงจันทึก,M,56-65,bronze,2024-05-12,STR-008,M > 56-65 > bronze,61,28039.81,459.67,1.09,38,45,10,2.97,0.1475
CUS-02416,พศร ตัณฑนุช,F,18-25,bronze,2023-08-02,STR-006,F > 18-25 > bronze,49,13919.96,284.08,1.09,182,37,10,2.69,0.1837
CUS-02417,อนุบาล ทองลาภ,F,26-35,silver,2025-08-05,STR-004,F > 26-35 > silver,86,34308.52,398.94,1.19,2,62,10,2.42,0.2093
CUS-02418,เฉลิมรัตน์ นาคะนคร,F,26-35,silver,2022-11-13,STR-007,F > 26-35 > silver,74,31449.51,424.99,1.07,61,60,10,2.97,0.2162
CUS-02419,พิชาภพ เวียงจันทึก,M,56-65,platinum,2025-06-15,STR-009,M > 56-65 > platinum,246,126753.24,515.26,1.4,27,91,10,3.21,0.1992
CUS-02420,ทินพร น้ำทิพย์,Other,18-25,bronze,2025-12-09,STR-006,Other > 18-25 > bronze,44,22420.42,509.55,1.13,130,36,9,3.0,0.1818
CUS-02421,จักรกฤนาย ตรีครุธพันธุ์,M,36-45,silver,2025-03-29,STR-001,M > 36-45 > silver,84,44325.14,527.68,1.12,28,56,10,3.15,0.1667
CUS-02422,จำรัส นิลวรรณ,M,56-65,bronze,2023-12-11,STR-010,M > 56-65 > bronze,45,15748.12,349.96,1.15,112,32,10,2.69,0.0889
CUS-02423,เขียว ดิศดใน,M,18-25,gold,2023-03-08,STR-009,M > 18-25 > gold,127,51766.12,407.61,1.26,0,74,10,2.63,0.1732
CUS-02424,นิภา นักสำหรวจ,F,26-35,bronze,2021-06-23,STR-007,F > 26-35 > bronze,45,18517.0,411.49,1.12,235,36,10,2.47,0.1111
CUS-02425,วันฉัตร สงประเสริฐ,F,18-25,bronze,2022-06-13,STR-004,F > 18-25 > bronze,41,15326.26,373.81,1.0,163,37,10,2.49,0.0976
CUS-02426,จักรกฤนาย เณรานุสนธิ์,Other,56-65,bronze,2021-10-13,STR-007,Other > 56-65 > bronze,56,30219.96,539.64,1.12,26,47,10,2.89,0.125
CUS-02427,นิติ ดุษฎีวนิช,F,36-45,gold,2024-09-08,STR-010,F > 36-45 > gold,148,71691.77,484.4,1.24,64,75,10,2.96,0.1689
CUS-02428,ดารุนี นิลสลัว,M,36-45,silver,2023-07-25,STR-009,M > 36-45 > silver,98,44353.62,452.59,1.17,17,61,10,3.21,0.2041
CUS-02429,อำพร ไทไชโย,F,46-55,bronze,2024-07-12,STR-008,F > 46-55 > bronze,51,23973.13,470.06,1.06,38,41,10,3.18,0.2157
CUS-02430,หฤทัย คณานุรักษ์,F,36-45,gold,2025-01-14,STR-003,F > 36-45 > gold,127,58994.06,464.52,1.23,75,77,10,3.35,0.2441
CUS-02431,ภัคชัญญา ถนัดรบ,F,26-35,silver,2020-01-14,STR-009,F > 26-35 > silver,91,33790.23,371.32,1.21,51,63,10,2.9,0.1978
CUS-02432,ศภัคชคง ศรีเผด็จ,F,46-55,silver,2021-02-06,STR-007,F > 46-55 > silver,97,51040.18,526.19,1.17,67,60,10,3.14,0.1031
CUS-02433,รอซีด๊ะ ฉัตรอภิเที่ยงค่ำ,F,46-55,platinum,2024-08-07,STR-004,F > 46-55 > platinum,244,96314.05,394.73,1.54,9,89,10,2.7,0.1516
CUS-02434,วรรณกร นรวิทย์โชติกุล,F,56-65,bronze,2025-08-23,STR-002,F > 56-65 > bronze,59,29155.78,494.17,1.07,132,48,10,3.03,0.2203
CUS-02435,ไมล์ ธนประทีป,F,65+,silver,2020-04-03,STR-006,F > 65+ > silver,92,36254.68,394.07,1.18,8,58,10,2.71,0.1196
CUS-02436,ทัตธน เนตร์มณี,F,26-35,silver,2025-04-16,STR-002,F > 26-35 > silver,81,38586.37,476.37,1.12,26,56,10,2.77,0.2222
CUS-02437,วรินทธิ์ธร ธูปะวิโรจน์,Other,18-25,gold,2024-05-13,STR-009,Other > 18-25 > gold,143,58336.73,407.95,1.27,119,71,10,2.8,0.1748
CUS-02438,คำ ตั้งเผ่า,F,26-35,gold,2021-10-23,STR-008,F > 26-35 > gold,135,53324.6,395.0,1.24,10,74,10,2.73,0.2
CUS-02439,ตรีนุช จันอ้น,M,26-35,bronze,2022-03-29,STR-006,M > 26-35 > bronze,34,20245.8,595.46,1.03,51,26,10,3.26,0.2059
CUS-02440,ซูรัยดา บุญญาไลย์,M,18-25,gold,2022-04-27,STR-010,M > 18-25 > gold,148,68021.61,459.61,1.41,50,75,10,3.01,0.1622
CUS-02441,โอภาส บุญญาภิรมย์,F,26-35,silver,2024-12-22,STR-004,F > 26-35 > silver,94,36164.18,384.73,1.25,133,56,10,2.72,0.1489
CUS-02442,สุรนัย นาถะเดชะ,F,46-55,silver,2021-03-31,STR-010,F > 46-55 > silver,104,39752.46,382.24,1.2,50,63,10,2.63,0.1731
CUS-02443,ไพสิฐ ธูปะวิโรจน์,F,26-35,bronze,2020-10-13,STR-001,F > 26-35 > bronze,53,25915.3,488.97,1.08,78,39,10,2.81,0.1887
CUS-02444,โสภา ดาบเพ็ชร์,F,65+,silver,2025-10-29,STR-008,F > 65+ > silver,90,41658.91,462.88,1.12,38,61,10,3.07,0.1778
CUS-02445,คณภรณ์ บุญญาไลย์,F,18-25,gold,2022-12-01,STR-009,F > 18-25 > gold,139,60512.53,435.34,1.21,17,70,10,2.89,0.1727
CUS-02446,กองสิน เพียยา,M,56-65,silver,2025-12-27,STR-001,M > 56-65 > silver,88,39692.39,451.05,1.22,93,54,10,2.99,0.1705
CUS-02447,สมมล นาถะพินธุ,M,65+,bronze,2024-06-19,STR-001,M > 65+ > bronze,38,24926.59,655.96,1.12,70,33,10,3.79,0.2895
CUS-02448,ปิยะชาติ ถนัดพิมพการ,M,65+,platinum,2024-12-07,STR-007,M > 65+ > platinum,233,113126.05,485.52,1.48,8,89,10,3.18,0.176
CUS-02449,กรพนธ์ ดัตพันธุ์,F,18-25,bronze,2022-12-11,STR-010,F > 18-25 > bronze,48,24383.39,507.99,1.07,148,40,10,2.96,0.2708
CUS-02450,อับดุลเลาะห์ น้ำทิพย์,F,18-25,gold,2024-02-10,STR-007,F > 18-25 > gold,139,42006.33,302.2,1.3,48,71,10,2.45,0.2014
CUS-02451,พาสุข ร่มธิติรัตน์,F,26-35,platinum,2025-05-30,STR-004,F > 26-35 > platinum,249,100863.29,405.07,1.53,6,89,10,2.74,0.1687
CUS-02452,เมทนี นานายน,M,36-45,silver,2020-10-30,STR-008,M > 36-45 > silver,96,49117.11,511.64,1.19,79,63,10,3.01,0.1042
CUS-02453,สีหราช งามพิเชษฐ์,F,46-55,gold,2022-11-30,STR-006,F > 46-55 > gold,149,71125.01,477.35,1.22,26,75,10,3.09,0.1812
CUS-02454,วิรชัย นวลฉวี,M,46-55,bronze,2025-01-18,STR-005,M > 46-55 > bronze,49,27112.58,553.32,1.11,236,40,10,3.1,0.1224
CUS-02455,กษิดิฐ นิยมเซียม,F,56-65,bronze,2021-07-27,STR-003,F > 56-65 > bronze,44,19070.36,433.42,1.0,88,34,9,2.84,0.2045
CUS-02456,ประภัทร์สรณ์ ถนัดการยนต์,F,18-25,bronze,2024-02-28,STR-010,F > 18-25 > bronze,43,16767.75,389.95,1.0,66,36,10,3.21,0.2326
CUS-02457,มะลีวัลย์ ฉัตรอภิเที่ยงค่ำ,M,36-45,bronze,2021-10-10,STR-010,M > 36-45 > bronze,40,18398.13,459.95,1.03,49,26,10,2.38,0.225
CUS-02458,ยอดแมน ธัญาโภชน์,F,46-55,gold,2023-04-22,STR-003,F > 46-55 > gold,127,50996.08,401.54,1.27,85,73,10,2.98,0.1969
CUS-02459,ฟิรยา แก้วชลคราม,F,65+,bronze,2023-04-12,STR-007,F > 65+ > bronze,42,12359.42,294.27,1.08,8,35,10,2.05,0.2143
CUS-02460,ประจิน ถะเกิงชศ,M,26-35,bronze,2022-05-16,STR-010,M > 26-35 > bronze,30,11340.07,378.0,1.03,49,26,10,2.23,0.0667
CUS-02461,สรายุทธ บุญญาภิรมย์,M,56-65,bronze,2024-01-31,STR-009,M > 56-65 > bronze,39,13683.91,350.87,1.18,45,31,10,2.82,0.1538
CUS-02462,ลัดดา ตระกูลบุญ,F,56-65,silver,2021-11-28,STR-006,F > 56-65 > silver,99,47158.67,476.35,1.21,80,58,10,2.87,0.1414
CUS-02463,วันฉัตร ยะผา,F,56-65,gold,2023-07-11,STR-009,F > 56-65 > gold,141,60989.52,432.55,1.34,72,76,10,2.8,0.1844
CUS-02464,สุรนีย์ นิละทัต,M,46-55,silver,2025-11-21,STR-008,M > 46-55 > silver,79,36533.16,462.45,1.14,1,57,10,3.2,0.2152
CUS-02465,สุภาลินี ธนรักษ์,M,46-55,bronze,2020-09-22,STR-006,M > 46-55 > bronze,49,21409.92,436.94,1.09,74,39,10,2.41,0.2041
CUS-02466,นราวรรณ ดาวกระจาย,M,26-35,bronze,2023-02-13,STR-010,M > 26-35 > bronze,48,23777.48,495.36,1.07,38,38,10,3.0,0.1875
CUS-02467,ธีรวัช น้ำทิพย์,F,18-25,silver,2023-12-31,STR-008,F > 18-25 > silver,97,40377.57,416.26,1.17,146,67,10,2.9,0.2062
CUS-02468,สายสุรีย์ วะคีมัน,F,65+,platinum,2025-11-16,STR-004,F > 65+ > platinum,224,93777.56,418.65,1.38,25,86,10,2.8,0.1607
CUS-02469,อรรจน์ พงศ์ฉบับนภา,F,36-45,silver,2024-06-20,STR-002,F > 36-45 > silver,82,25529.32,311.33,1.11,111,59,10,2.57,0.2561
CUS-02470,หรรษา บุณยะภาชน์,Other,56-65,bronze,2025-12-30,STR-009,Other > 56-65 > bronze,44,18455.96,419.45,1.13,111,33,10,2.84,0.2273
CUS-02471,วณัฐดา ธูปหอม,F,18-25,silver,2025-11-11,STR-004,F > 18-25 > silver,106,43395.9,409.4,1.2,55,64,10,2.35,0.1698
CUS-02472,ชัญญานุนาย บุญญาภิรมย์,M,65+,bronze,2022-09-30,STR-004,M > 65+ > bronze,45,14739.83,327.55,1.02,164,35,10,2.42,0.2667
CUS-02473,จุฑารัตน์ นครเทพ,F,46-55,bronze,2022-12-24,STR-009,F > 46-55 > bronze,48,19415.27,404.48,1.14,87,36,10,2.48,0.1458
